"Valor","Data do Recebimento","Status do Débito","Descrição"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","10/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","10/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 500,00","10/06/2024","Pago","QUIOSQUE PARA 10/08"
"R$ 87,50","10/07/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 200,00","10/07/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","10/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 325,00","10/07/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","10/07/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 34,20","11/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 34,20","11/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 125,00","11/01/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 126,00","11/01/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 199,50","11/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","11/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","11/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","11/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","11/02/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 8.000,00","11/03/2024","Pago","ALUGUEL SALAO INTERNO"
"R$ 39,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 39,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 42,75","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 87,50","11/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","11/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","11/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 140,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 140,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","11/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 150,00","11/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 150,00","11/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 180,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","11/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","11/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 4,50","11/04/2024","Pago","CAPSULA DE CAFE"
"R$ 48,75","11/04/2024","Pago","MENSALIDADE DEPENDENTE PAGANTE"
"R$ 87,50","11/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","11/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","11/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","11/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 150,00","11/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","11/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","11/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","11/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","11/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","11/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","11/04/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","11/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","11/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","11/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 100,00","11/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","11/06/2024","Pago","MULTA DE RESCISÃO DE CONTRATO"
"R$ 150,00","11/06/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","11/06/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","11/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","11/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","11/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","11/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","11/06/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 200,00","11/07/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","11/07/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 87,50","12/01/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","12/01/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 199,50","12/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","12/01/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","12/01/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","12/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","12/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","12/01/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","12/01/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 125,00","12/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 180,00","12/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 285,00","12/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 42,75","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 48,75","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 87,50","12/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","12/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","12/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 150,00","12/03/2024","Pago","MENSALIDADE DE ADESÃO"
"R$ 194,26","12/03/2024","Pago","PGTO FARMACIA"
"R$ 199,50","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","12/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 310,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","12/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","12/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 48,75","12/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 87,50","12/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","12/04/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 100,00","12/04/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 199,50","12/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","12/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","12/04/2024","Pago","FUTEBOL DE DOMINGO"
"R$ 200,00","12/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 200,00","12/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","12/04/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 230,00","12/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","12/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","12/04/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","12/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","12/04/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 310,00","12/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","12/04/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 325,00","12/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/04/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","12/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 100,00","12/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","12/06/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 260,00","12/06/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 300,00","12/06/2024","Pago","MULTA DE RESCISÃO DE CONTRATO"
"R$ 325,00","12/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","12/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","13/02/2023","Pago","Importacao"
"R$ 87,50","13/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","13/03/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 87,50","13/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","13/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","13/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 100,00","13/03/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","13/03/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 126,00","13/03/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 199,50","13/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 200,00","13/03/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","13/03/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","13/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/03/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 285,00","13/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","13/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 310,00","13/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 310,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 310,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 325,00","13/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/03/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","13/03/2024","Pago","MENSALIDADE TEMPORÁRIO"
"R$ 350,00","13/03/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 39,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 39,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 48,75","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 48,75","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 100,00","13/05/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 140,00","13/05/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 150,00","13/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","13/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 150,00","13/05/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 199,50","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 200,00","13/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","13/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 200,00","13/05/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 228,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/05/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 260,00","13/05/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/05/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","13/05/2024","Pago","MENSALIDADE PATRIMONIAL"
"R$ 350,00","13/05/2024","Pago","MULTA DE RESCISÃO DE CONTRATO"
"R$ 230,00","13/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 230,00","13/06/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 325,00","13/06/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 350,00","13/06/2024","Pago","MULTA DE CANCELAMENTO"
"R$ 8.000,00","14/02/2024","Pago","ALUGUEL DE SALAO INTERNO"
"R$ 87,50","14/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","14/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","14/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 87,50","14/02/2024","Pago","MENS."
"R$ 87,50","14/02/2024","Pago","MENSALIDADE ESTUDANTE 3"
"R$ 125,00","14/02/2024","Pago","MENSALIDADE ESTUDANTE"
"R$ 126,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 126,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 126,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL E3"
"R$ 180,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 180,00","14/02/2024","Pago","MENSALIDADE INDIVIDUAL"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 199,50","14/02/2024","Pago","MENSALIDADE FAMILIAR 3"
"R$ 228,00","14/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","14/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","14/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","14/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 228,00","14/02/2024","Pago","MENSALIDADE FAMILIAR E2"
"R$ 285,00","14/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","14/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","14/02/2024","Pago","MENSALIDADE FAMILIAR"
"R$ 285,00","14/02/2024","Pago","MENSALIDADE FAMILIAR"
